objectid,title,designer,artist,publisher,year,description,game_link,catalog_link,catalog_description,call_number,video_link,video_extra,rules_link,supplement_link,game_printables_link,players_min,players_max,players_recommended,recommended_age,playing_time,Playing time Less that 30 min,Playing time from 30 min up to an hour,Playing time From 1 hour up to 2 hours,Playing time 2 hours or more,theme,mechanics,awards,Awards_without_year,award_winner,original_link,old_table_img,game_image_link,filename_old,image_filename,image_small,image_thumb,display_template
games_0081,"Win, Lose or Draw",Bert Convy; Burt Reynolds,,Milton Bradley,1987,A game similar to Pictionary in that players must convey words and phrases to their teammates by drawing images on paper. The instructions include two ways to play: team play and gameboard play. The object of the team play game is to be the first team to make 8 correct guesses. The object of the gameboard way is to be the first player to collect 4 different colored pawns and the Ace-In-The-Hole card.,https://boardgamegeek.com/boardgame/6800/win-lose-or-draw,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996486847301851,,Board Games Shelf (First Floor) ; GAME WIN LOSE OR DRAW,https://youtu.be/BiDvZTOfobw,,"https://fgbradleys.com/rules//Win,%20Lose%20or%20Draw.pdf",,,3,8,4,8,45 min.,FALSE,TRUE,FALSE,FALSE,TV show; Party Game,Drawing; Team-Based; Roll/Spin to Move,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=9074779,,https://libapps.s3.amazonaws.com/accounts/182919/images/Win_Lose_or_Draw.jpg,Win_Lose_or_Draw.jpg,games_0081.jpg,https://objects.lib.uidaho.edu/games/small/games_0081_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0081_th.jpg,game
games_0082,Zero Down,Reiner Knizia,,Blue Orange,1998,"Less is more in this clever card game. Group the cards in your hand by number and color to try canceling out their point values. Each turn, swap out cards, making sure to keep an eye on your opponents. Strategize carefully as you work towards achieving the ultimate combo: ZERO!",https://boardgamegeek.com/boardgame/651/zero-down,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996291711401851,"Zero down : how low can you go? by Reiner Knizia, Blue Orange Call Number: Board Games Shelf (First Floor) GAME ZERO Publication Date: 2016 Less is more in this subtle card game. Group the cards in your hand by number and color to try canceling out their point values. Trade cards while keeping a careful watch on your opponents as you all reach for the goal of achieving the ultimate combo: ZERO!",Board Games Shelf (First Floor) GAME ZERO,https://youtu.be/NtiHGdKzJs8,,https://www.blueorangegames.com/administrator/components/com_bogames/files/rules/c25a77a090315a25537fa3767106724a-Zero-rules.png,,,2,5,4,8,20 min,TRUE,FALSE,FALSE,FALSE,Card Game,Open Drafting; Set Collection,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=7155931,,https://libapps.s3.amazonaws.com/accounts/182919/images/Zero_Down.png,Zero_Down.png,games_0082.jpg,https://objects.lib.uidaho.edu/games/small/games_0082_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0082_th.jpg,game
games_0083,Stuffed Fables,Jerry Hawthorne,,Plaid Hat Games,2018,"Stuffed Fables is an unusual adventure game in which players take on the roles of brave stuffies seeking to save the child they love from a scheming, evil mastermind. Make daring melee attacks, leap across conveyor belts, or even steer a racing wagon down a peril-filled hill. The game delivers a thrilling narrative driven by player choices. Players explore a world of wonder and danger, unlocking curious discoveries. The chapters of Stuffed Fables explore the many milestones of a child's life, creating a memorable tale ideal for families, as well as groups of adults who haven't forgotten their childlike sense of wonder.",https://boardgamegeek.com/boardgame/233312/stuffed-fables,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742901851,,Board Games Shelf (First Floor) GAME STUFFED FABLES,https://youtu.be/vwIvQfuCoGI,,https://media.plaidhatgames.com/old_images/games/stuffed-fables/rules.pdf,,,2,4,4,7,60-90 min,FALSE,FALSE,FALSE,FALSE,Adventure; Animals; Fantasy,Cooperative; Dice Rolling; Role Playing; Storytelling; Variable Player Powers,2020 Gra Roku Children's Game of the Year Nominee; 2019 Palme d'Or for Best Illustrations; 2019 Hra roku Finalist; 2018 Golden Geek Best Thematic Board Game Nominee; 2018 Golden Geek Best Thematic Board Game Nominee; 2018 Golden Geek Best Family Board Game Nominee; 2018 Golden Geek Best Cooperative Game Nominee,Golden Geek; Golden Geek; Golden Geek; Gra Roku; Hra roku; Palme d'Or,true,,,,Stuffed-Fables.jpg,games_0083.jpg,https://objects.lib.uidaho.edu/games/small/games_0083_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0083_th.jpg,game
games_0084,Telestrations Party Pack,,,The Op,2011,"Combining the schoolyard favorite ‘telephone game’ with a drawing game, Telestrations has players draw what they see then guess what they saw. The result? The Big Reveal, where players get to share how “this” became “that!” The outcomes are unpredictable and sure to create a slide-splitting time!",https://boardgamegeek.com/boardgame/153016/telestrations-12-player-party-pack,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528743001851,,Board Games Shelf (First Floor) GAME TELESTRATIONS,https://youtu.be/yaQAUSlyemg,,https://cdn.shopify.com/s/files/1/0611/3958/3198/files/Telestrations_12P_Rules.pdf?v=1650993178,,,4,12,12,8,30 min,FALSE,FALSE,TRUE,FALSE,Party Game,Drawing; Paper and Pencil,,,false,,,,Telestrations.jpg,games_0084.jpg,https://objects.lib.uidaho.edu/games/small/games_0084_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0084_th.jpg,game
games_0085,Cascadia,Randy Flynn,,Flatout Games,2021,"In the game featuring the habitats and wildlife of the Pacific Northwest, you take turns building out your own terrain area and populating it with wildlife. You start with three hexagonal habitat tiles (with the five types of habitat in the game), and on a turn you choose a new habitat tile that's paired with a wildlife token, then place that tile next to your other ones and place the wildlife token on an appropriate habitat.",https://boardgamegeek.com/boardgame/295947/cascadia,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742801851,,Board Games Shelf (First Floor) GAME CASCADIA,https://youtu.be/IvErk8rf1qE,,https://www.alderac.com/wp-content/uploads/2021/08/Cascadia-Rules.pdf,,,1,4,2; 3,8,30-45 min,FALSE,TRUE,FALSE,FALSE,Animals; Puzzle; Environmental; Pacific Northwest,Tile Placement; Open Drafting; Pattern Building; End Game Bonuses,2022 Spiel des Jahres Winner; 2022 Spiel des Jahres Nominee; 2022 Nederlandse Spellenprijs Best Family Game Nominee; 2022 International Gamers Award Solo Winner; 2022 International Gamers Award Solo Nominee; 2022 Gra Roku Family Game of the Year Winner; 2022 Gra Roku Family Game of the Year Nominee; 2022 Gra Roku Best Two Player Game Nominee; 2022 Gioco dell’Anno Nominee; 2022 Geek Media Awards Family Game of the Year Winner; 2022 Geek Media Awards Family Game of the Year Nominee; 2022 American Tabletop Strategy Games Winner; 2021 Golden Geek Light Game of the Year Winner; 2021 Golden Geek Light Game of the Year Nominee; 2021 Golden Geek Best Solo Board Game Nominee; 2021 Golden Geek Best Board Game Artwork & Presentation Nominee; 2021 Cardboard Republic Architect Laurel Nominee,American Tabletop; Cardboard Republic; Geek Media Awards; Gioco dell’Anno; Golden Geek; Golden Geek; Golden Geek; Gra Roku; Gra Roku; International Gamers Award; Nederlandse Spellenprijs; Spiel des Jahres,true,,,,Cascadia.jpg,games_0085.jpg,https://objects.lib.uidaho.edu/games/small/games_0085_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0085_th.jpg,game
games_0086,Disney Villainous,Prospero Hall,,"Ravensburger, Wonderforge",2018,"In Villainous, each player takes control of one of six Disney characters, each one a villain in a different Disney movie. Each player has their own villain deck, fate deck, player board, and 3D character. On a turn, the active player moves their character to a different location on their player board, takes one or more of the actions visible on that space (often by playing cards from their hand), then refills their hand to four cards. Cards are allies, items, effects, conditions, and (for some characters) curses. You need to use your cards to fulfill your unique win condition.",https://boardgamegeek.com/boardgame/256382/disney-villainous,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742001851,,Board Games Shelf (First Floor) GAME DISNEY VILLAINOUS,https://youtu.be/8wdvXKRfoPI,,https://cdn.ravensburger.us/content/wcm/mediadata/pdf/DV_VILWickedtotheCore_60001796_InstLR.pdf,,,2,6,3,10,45-120 min,FALSE,TRUE,TRUE,FALSE,Disney; Card Game,Hand Management; Variable Player Powers,2020 Gioco dell’Anno Nominee; 2019 Origins Awards Best Card Game Nominee,Gioco dell’Anno; Origins Awards,true,,,,Disney_Villainous.png,games_0086.jpg,https://objects.lib.uidaho.edu/games/small/games_0086_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0086_th.jpg,game
games_0087,Wingspan,Elizabeth Hargrave,,Stonemaier Games,2019,"You are bird enthusiasts—researchers, bird watchers, ornithologists, and collectors—seeking to discover and attract the best birds to your network of wildlife preserves. Each bird extends a chain of powerful combinations in one of your habitats (actions). These habitats focus on several key aspects of growth: Gain food tokens via custom dice in a birdfeeder dice tower, Lay eggs using egg miniatures in a variety of colors, Draw from hundreds of unique bird cards and play them. The winner is the player with the most points after 4 rounds.",https://boardgamegeek.com/boardgame/266192/wingspan,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742301851,,Board Games Shelf (First Floor) GAME WINGSPAN,https://youtu.be/lgDgcLI2B0U,,https://stonemaiergames.com/games/wingspan/rules/,,,1,5,3,10,40-70 min,FALSE,TRUE,TRUE,FALSE,Animals; Card Game,Dice Rolling; Hand Management; Set Collection; Open Drafting; End Game Bonuses,2021/2022 Årets Spill Best Family Game Nominee; 2020 JUG Adult Game of the Year Winner; 2020 JUG Adult Game of the Year Finalist; 2020 Japan Boardgame Prize Voters' Selection Nominee; 2020 Japan Boardgame Prize Voters' Selection Nominee; 2020 Guldbrikken Best Adult Game Nominee; 2020 Gra Roku Family Game of the Year Nominee; 2020 American Tabletop Strategy Games Winner; 2019 Tric Trac Nominee; 2019 Tric Trac d'Argent; 2019 Swiss Gamers Award Winner; 2019 Swiss Gamers Award Nominee; 2019 Nederlandse Spellenprijs Best Expert Game Nominee; 2019 Meeples' Choice Nominee; 2019 Lys Passioné Finalist; 2019 Kennerspiel des Jahres Winner; 2019 Kennerspiel des Jahres Nominee; 2019 International Gamers Award - General Strategy: Multi-player Nominee; 2019 Gouden Ludo Best Expert Game Winner; 2019 Gouden Ludo Best Expert Game Nominee; 2019 Golden Geek Most Innovative Board Game Winner; 2019 Golden Geek Most Innovative Board Game Nominee; 2019 Golden Geek Board Game of the Year Winner; 2019 Golden Geek Board Game of the Year Nominee; 2019 Golden Geek Best Strategy Board Game Winner; 2019 Golden Geek Best Strategy Board Game Nominee; 2019 Golden Geek Best Solo Board Game Winner; 2019 Golden Geek Best Solo Board Game Nominee; 2019 Golden Geek Best Family Board Game Winner; 2019 Golden Geek Best Family Board Game Nominee; 2019 Golden Geek Best Card Game Winner; 2019 Golden Geek Best Card Game Nominee; 2019 Golden Geek Best Board Game Artwork & Presentation Winner; 2019 Golden Geek Best Board Game Artwork & Presentation Nominee; 2019 Deutscher Spiele Preis Best Family/Adult Game Winner; 2019 Cardboard Republic Architect Laurel Nominee; 2019 Board Game Quest Awards Game of the Year Winner; 2019 Board Game Quest Awards Game of the Year Nominee; 2019 Board Game Quest Awards Best Production Values Winner; 2019 Board Game Quest Awards Best Production Values Nominee; 2019 5 Seasons Best International Strategy Winner; 2019 5 Seasons Best International Strategy Nominee,5 Seasons; American Tabletop; Board Game Quest Awards; Board Game Quest Awards; Cardboard Republic; Deutscher; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Gouden Ludo; Gra Roku; Guldbrikken; International Gamers Award; JUG; Japan Boardgame Prize; Spiel des Jahres; Lys; Meeples' Choice; Nederlandse Spellenprijs; Swiss Gamers Award; Tric Trac; Tric Trac; Årets Spill,true,,,,Wingspan.png,games_0087.jpg,https://objects.lib.uidaho.edu/games/small/games_0087_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0087_th.jpg,game
games_0088,Photosynthesis,Hjalmar Hach,,Ble Orage Games,2017,"The sun shines brightly on the canopy of the forest, and the trees use this wonderful energy to grow and develop their beautiful foliage. Sow your crops wisely and the shadows of your growing trees could slow your opponents down, but don't forget that the sun revolves around the forest. Welcome to the world of Photosynthesis, the green strategy board game!",https://boardgamegeek.com/boardgame/218603/photosynthesis,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528743301851,,Board Games Shelf (First Floor) GAME PHOTOSYNTHESIS,https://youtu.be/a84AJ5ht_ng,,https://blueorangegames.eu/wp-content/uploads/2019/01/PHOTOSYNTHESIS_rules_UK.pdf?x75567,,,2,4,3,10,30-60 min,FALSE,TRUE,TRUE,FALSE,Environmental; Economic,Area Majority; Abstract Strategy; End Game Bonuses,2019 Hungarian Board Game Award Special Prize Winner; 2018 UK Games Expo Best Board Game (European Style) People's Choice Winner; 2018 Mensa Select Winner; 2018 Guldbrikken Best Adult Game Nominee; 2018 Årets Spill Best Family Game Nominee; 2017 Meeples' Choice Nominee; 2017 Golden Geek Most Innovative Board Game Nominee; 2017 Golden Geek Best Family Board Game Nominee; 2017 Golden Geek Best Board Game Artwork & Presentation Winner; 2017 Golden Geek Best Board Game Artwork & Presentation Nominee; 2017 Board Game Quest Awards Best Production Values Nominee,Board Game Quest Awards; Golden Geek; Golden Geek; Golden Geek; Guldbrikken; Hungarian Board Game Award; Meeples' Choice; Mensa; UK Games Expo; Årets Spill,true,,,,Photosynthesis.jpg,games_0088.jpg,https://objects.lib.uidaho.edu/games/small/games_0088_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0088_th.jpg,game
games_0089,Resistance,Don Eskridge,,Indie Board Games & Cards,2009,"The Empire must fall. Our mission must succeed. By destroying their key bases, we will shatter Imperial strength and liberate our people. Yet spies have infiltrated our ranks, ready for sabotage. We must unmask them. In five nights we reshape destiny or die trying. We are the Resistance!",https://boardgamegeek.com/boardgame/41114/resistance,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742601851,,Board Games Shelf (First Floor) GAME THE RESISTANCE,https://youtu.be/DUENzjE9Jwg,,https://weizmann.libanswers.com/loader?fid=13107&type=1&key=c078a7eb4482944a086e95bc8a81a073,,,5,10,7,12,30 min,FALSE,TRUE,FALSE,FALSE,Bluffing; Social Deduction; Party Game; Spies/Secret Agents,Hidden Role; Memory; Team-Based; Traitor; Voting,2011 Japan Boardgame Prize Voters' Selection Nominee; 2010 Golden Geek Best Print & Play Board Game Nominee; 2010 Golden Geek Best Party Board Game Nominee,Golden Geek; Golden Geek; Japan Boardgame Prize,true,,,,Resistance.jpg,games_0089.jpg,https://objects.lib.uidaho.edu/games/small/games_0089_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0089_th.jpg,game
games_0090,Skull,Hervé Marly,,Asmodee,2011,"Skull is the quintessence of bluffing, a game in which everything is played in the players' heads. Each player plays a face-down card, then each player in turn adds one more card – until someone feels safe enough to state that he can turn a number of cards face up and get only roses. Other players can then overbid him, saying they can turn even more cards face up. The highest bidder must then turn that number of cards face up, starting with his own. If he shows only roses, he wins; if he reveals a skull, he loses, placing one of his cards out of play. Two successful challenges wins the game. Skull is not a game of luck; it's a game of poker face and meeting eyes.",https://boardgamegeek.com/boardgame/92415/skull,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996528742401851,,Board Games Shelf (First Floor) GAME SKULL,https://youtu.be/Cv1_6AfbwlQ,,https://www.spacecowboys.fr/_files/ugd/59baa2_a7befd4787684a0d9adce3ed85f62ce5.pdf,,,3,6,5; 6,8,15-45 min,TRUE,TRUE,FALSE,FALSE,Bluffing; Card Game; Party Game,Hand Management; Player Elimination,2012 Golden Geek Best Party Board Game Nominee; 2011 Spiel des Jahres Recommended; 2011 Japan Boardgame Prize Voters' Selection Nominee; 2011 Golden Geek Best Party Board Game Nominee; 2011 As d'Or - Jeu de l'Année Winner; 2011 As d'Or - Jeu de l'Année Nominee,As d'Or; Golden Geek; Japan Boardgame Prize; Spiel des Jahres,true,,,,Skull.jpg,games_0090.jpg,https://objects.lib.uidaho.edu/games/small/games_0090_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0090_th.jpg,game
